Source,Target,Type,Id,Label,timeset,Weight,Sign,eigvalue
0,2,Undirected,1,+,,1,+,0
0,4,Undirected,2,-,,1,-,0
0,15,Undirected,3,-,,1,-,0
0,28,Undirected,4,+,,1,+,0
1,10,Undirected,5,-,,1,-,0
1,24,Undirected,6,-,,1,-,0
1,26,Undirected,7,+,,1,+,0
1,29,Undirected,8,-,,1,-,0
2,6,Undirected,9,+,,1,+,0
2,7,Undirected,10,+,,1,+,0
2,12,Undirected,11,+,,1,+,0
2,14,Undirected,12,-,,1,-,0
2,15,Undirected,13,-,,1,-,0
2,18,Undirected,14,+,,1,+,0
2,22,Undirected,15,+,,1,+,0
3,12,Undirected,16,-,,1,-,0
3,13,Undirected,17,+,,1,+,0
3,14,Undirected,18,+,,1,+,0
3,16,Undirected,19,+,,1,+,0
3,22,Undirected,20,-,,1,-,0
4,9,Undirected,21,-,,1,-,0
4,11,Undirected,22,-,,1,-,0
4,12,Undirected,23,-,,1,-,0
4,14,Undirected,24,+,,1,+,0
4,20,Undirected,25,+,,1,+,0
4,23,Undirected,26,-,,1,-,0
4,25,Undirected,27,+,,1,+,0
4,29,Undirected,28,-,,1,-,0
5,6,Undirected,29,-,,1,-,0
5,10,Undirected,30,-,,1,-,0
5,20,Undirected,31,-,,1,-,0
5,21,Undirected,32,-,,1,-,0
5,22,Undirected,33,+,,1,+,0
5,29,Undirected,34,+,,1,+,0
6,8,Undirected,35,+,,1,+,0
6,12,Undirected,36,+,,1,+,0
6,16,Undirected,37,-,,1,-,0
6,28,Undirected,38,+,,1,+,0
7,8,Undirected,39,+,,1,+,0
7,20,Undirected,40,+,,1,+,0
7,22,Undirected,41,+,,1,+,0
7,23,Undirected,42,+,,1,+,0
7,25,Undirected,43,+,,1,+,0
7,27,Undirected,44,+,,1,+,0
7,28,Undirected,45,+,,1,+,0
7,29,Undirected,46,+,,1,+,0
8,13,Undirected,47,-,,1,-,0
8,18,Undirected,48,+,,1,+,0
8,20,Undirected,49,-,,1,-,0
8,27,Undirected,50,+,,1,+,0
9,10,Undirected,51,-,,1,-,0
9,14,Undirected,52,-,,1,-,0
10,11,Undirected,53,-,,1,-,0
10,12,Undirected,54,-,,1,-,0
10,14,Undirected,55,+,,1,+,0
10,17,Undirected,56,-,,1,-,0
10,19,Undirected,57,+,,1,+,0
11,16,Undirected,58,-,,1,-,0
11,17,Undirected,59,+,,1,+,0
11,24,Undirected,60,+,,1,+,0
11,28,Undirected,61,+,,1,+,0
12,14,Undirected,62,-,,1,-,0
12,24,Undirected,63,-,,1,-,0
12,27,Undirected,64,+,,1,+,0
13,14,Undirected,65,+,,1,+,0
13,18,Undirected,66,-,,1,-,0
13,21,Undirected,67,+,,1,+,0
13,22,Undirected,68,-,,1,-,0
14,16,Undirected,69,+,,1,+,0
14,17,Undirected,70,-,,1,-,0
14,24,Undirected,71,-,,1,-,0
14,26,Undirected,72,+,,1,+,0
15,20,Undirected,73,+,,1,+,0
15,27,Undirected,74,-,,1,-,0
16,23,Undirected,75,-,,1,-,0
18,28,Undirected,76,+,,1,+,0
19,20,Undirected,77,+,,1,+,0
20,26,Undirected,78,+,,1,+,0
21,22,Undirected,79,-,,1,-,0
21,24,Undirected,80,-,,1,-,0
21,29,Undirected,81,-,,1,-,0
22,26,Undirected,82,-,,1,-,0
22,29,Undirected,83,+,,1,+,0
24,25,Undirected,84,-,,1,-,0
25,27,Undirected,85,-,,1,-,0
26,28,Undirected,86,-,,1,-,0
27,29,Undirected,87,+,,1,+,0
